# 数据单位说明: 价格(元), 成交量(股), 成交额(元), 换手率(%)
日期,开盘,最高,最低,收盘,成交量,成交额,流动股本,换手率
2021-03-11,5.54,5.6,5.54,5.59,36397.0,260040.0,25052221.0,0.0014528452387514864
2021-03-12,5.55,5.57,5.54,5.57,34886.0,249186.0,25052221.0,0.0013925312250758126
2021-03-15,5.55,5.61,5.55,5.58,21464.0,154117.0,25052221.0,0.0008567703438349838
2021-03-16,5.56,5.61,5.56,5.58,31434.0,226039.0,25052221.0,0.0012547390508809578
2021-03-17,5.58,5.61,5.58,5.61,51574.0,372229.0,25052221.0,0.0020586597890861653
2021-03-18,5.54,5.66,5.54,5.61,110460.0,792872.0,25052221.0,0.004409189907753089
2021-03-19,5.59,5.65,5.58,5.62,223826.0,1616498.0,25052221.0,0.008934377514871835
2021-03-22,5.66,5.72,5.62,5.72,176780.0,1292519.0,25052221.0,0.0070564601837098595
2021-03-23,5.67,5.73,5.67,5.72,61020.0,449684.0,25052221.0,0.0024357121869554
2021-03-24,5.76,5.76,5.68,5.71,57134.0,419630.0,25052221.0,0.0022805961994347727
2021-03-25,5.67,5.67,5.6,5.65,43013.0,312989.0,25052221.0,0.0017169336004181027
2021-03-26,5.65,5.68,5.62,5.67,56141.0,407509.0,25052221.0,0.0022409589952124406
2021-03-29,5.64,5.71,5.59,5.64,41574.0,302299.0,25052221.0,0.0016594935834232023
2021-03-30,5.61,5.61,5.53,5.58,153904.0,1105092.0,25052221.0,0.006143327571635266
2021-03-31,5.52,5.57,5.51,5.54,40796.0,291033.0,23702221.0,0.0017211889130558694
2021-04-01,5.52,5.56,5.52,5.56,21415.0,153095.0,23702221.0,0.00090350182795106
2021-04-02,5.53,5.58,5.53,5.56,27242.0,194837.0,23702221.0,0.0011493437682485537
2021-04-06,5.54,5.56,5.51,5.54,37368.0,266505.0,23702221.0,0.0015765611163612052
2021-04-07,5.55,5.61,5.52,5.61,41759.0,300325.0,23842221.0,0.0017514727340208784
2021-04-08,5.61,5.84,5.6,5.82,332614.0,2456601.0,23842221.0,0.013950629851136771
2021-04-09,5.85,5.85,5.75,5.82,207550.0,1553205.0,23842221.0,0.00870514538054152
2021-04-12,5.83,5.92,5.75,5.91,207745.0,1576522.0,23842221.0,0.008713324148786306
2021-04-13,5.9,5.98,5.82,5.9,164693.0,1257548.0,23842221.0,0.006907619889942301
2021-04-14,5.77,5.95,5.77,5.92,108464.0,826735.0,23842221.0,0.004549240609756952
2021-04-15,5.92,5.96,5.9,5.92,61573.0,470388.0,23842221.0,0.0025825194724937747
2021-04-16,5.83,6.02,5.83,5.99,184119.0,1418205.0,23842221.0,0.007722392976728133
2021-04-19,6.0,6.18,6.0,6.13,207187.0,1634158.0,23842221.0,0.00868992028888584
2021-04-20,6.09,6.17,6.08,6.17,112830.0,893152.0,23842221.0,0.004732361133637676
2021-04-21,6.12,6.2,6.06,6.13,104200.0,825481.0,23842221.0,0.00437039821080427
2021-04-22,6.08,6.13,6.02,6.1,53757.0,420176.0,23842221.0,0.002254697664282199
2021-04-23,6.04,6.12,6.04,6.07,26206.0,205661.0,23842221.0,0.0010991425672968974
2021-04-26,6.07,6.07,5.97,5.99,81156.0,627379.0,23842221.0,0.0034038775162766924
2021-04-27,5.99,5.99,5.93,5.94,36414.0,279680.0,23842221.0,0.0015272905993111967
2021-04-28,5.94,5.95,5.69,5.69,138167.0,1029471.0,23842221.0,0.005795055754243701
2021-04-29,5.7,5.82,5.69,5.79,56713.0,421420.0,23842221.0,0.002378679402392923
2021-04-30,6.06,6.1,5.99,6.08,257077.0,2002108.0,23842221.0,0.010782426687513717
2021-05-06,6.1,6.17,6.06,6.07,107194.0,844642.0,23842221.0,0.004495973760162696
2021-05-07,6.06,6.06,5.98,5.99,67133.0,519220.0,23842221.0,0.00281571922347335
2021-05-10,5.98,6.06,5.91,5.93,30022.0,229378.0,23842221.0,0.001259194770487196
2021-05-11,5.87,5.94,5.79,5.82,57285.0,430412.0,23842221.0,0.0024026704559109656
2021-05-12,5.82,5.86,5.81,5.84,22386.0,168664.0,23842221.0,0.0009389225945015777
2021-05-13,5.82,5.86,5.81,5.86,13686.0,102646.0,23842221.0,0.0005740237035802998
2021-05-14,5.84,5.89,5.84,5.88,13000.0,98474.0,23842221.0,0.0005452512163191508
2021-05-17,5.89,5.89,5.84,5.88,27599.0,208873.0,23842221.0,0.0011575683322455571
2021-05-18,5.9,5.9,5.86,5.9,18347.0,139051.0,23842221.0,0.0007695172358313431
2021-05-19,5.87,5.9,5.85,5.9,55518.0,419900.0,23842221.0,0.0023285582328928167
2021-05-20,5.88,5.89,5.84,5.85,133322.0,1006407.0,23842221.0,0.0055918448201616785
2021-05-21,5.86,5.86,5.83,5.85,27919.0,210134.0,23842221.0,0.0011709899006472593
2021-05-24,5.89,5.89,5.75,5.79,83149.0,621012.0,23842221.0,0.003487468721978544
2021-05-25,5.74,5.79,5.73,5.79,30524.0,226228.0,23842221.0,0.001280249855917366
2021-05-26,5.75,5.82,5.71,5.76,34784.0,258023.0,23842221.0,0.0014589244852650262
2021-05-27,5.75,5.85,5.75,5.81,37049.0,277013.0,23842221.0,0.0015539240241083244
2021-05-28,5.79,5.84,5.79,5.83,31010.0,232754.0,23842221.0,0.0013006338629274513
2021-05-31,5.81,5.84,5.81,5.84,11600.0,87010.0,23842221.0,0.0004865318545617038
2021-06-01,5.79,5.83,5.79,5.81,90187.0,675191.0,23842221.0,0.003782659342013481
2021-06-02,5.8,5.82,5.73,5.73,148216.0,1102047.0,23842221.0,0.006216534944458404
2021-06-03,5.72,5.77,5.64,5.72,171674.0,1257230.0,23842221.0,0.007200419793105684
2021-06-04,5.68,5.75,5.68,5.72,20101.0,148069.0,24882221.0,0.0008078458912490167
2021-06-07,5.75,5.88,5.75,5.82,84775.0,635012.0,24882221.0,0.0034070511631578227
2021-06-08,5.83,5.97,5.82,5.84,37800.0,284551.0,24882221.0,0.001519156991652795
2021-06-09,5.89,6.01,5.89,5.96,104762.0,801482.0,24882221.0,0.004210315469828839
2021-06-10,6.01,6.02,5.92,5.94,72247.0,555555.0,24882221.0,0.0029035591316386106
2021-06-11,5.92,6.01,5.92,6.0,45547.0,349603.0,24882221.0,0.0018305037962648108
2021-06-15,5.98,6.03,5.98,6.0,40500.0,313527.0,24882221.0,0.0016276682053422804
2021-06-16,5.99,5.99,5.95,5.95,61500.0,473217.0,24882221.0,0.0024716443118160555
2021-06-17,6.06,6.06,5.83,5.93,69902.0,442376.0,29858665.0,0.002341095959916493
2021-06-18,5.88,5.93,5.88,5.92,54480.0,339636.0,29858665.0,0.0018245959757410453
2021-06-21,5.92,5.97,5.91,5.97,97115.0,610022.0,29858665.0,0.00325248968766688
2021-06-22,5.92,6.0,5.91,5.95,57755.0,363454.0,29858665.0,0.0019342793792019837
2021-06-23,5.93,6.05,5.93,5.99,56492.0,357151.0,29858665.0,0.0018919801002489562
2021-06-24,5.93,6.13,5.93,6.09,144375.0,922412.0,29858665.0,0.004835279809060452
2021-06-25,6.13,6.24,6.08,6.21,160548.0,1047878.0,29858665.0,0.005376931621021905
2021-06-28,6.21,6.24,6.07,6.21,179402.0,1169149.0,29858665.0,0.0060083731138013035
2021-06-29,6.14,6.24,6.14,6.17,95513.0,621939.0,29858665.0,0.003198836920538812
2021-06-30,6.13,6.21,6.07,6.15,89998.0,579705.0,29858665.0,0.0030141334182221475
2021-07-01,6.1,6.15,6.1,6.12,38760.0,250521.0,29858665.0,0.0012981156391285412
2021-07-02,6.12,6.13,6.1,6.13,30320.0,195844.0,29858665.0,0.0010154506237971457
2021-07-05,6.13,6.13,6.03,6.05,205556.0,1315177.0,29858665.0,0.0068842997501730235
2021-07-06,5.99,6.02,5.88,5.97,202106.0,1266013.0,29858665.0,0.006768755401488981
2021-07-07,5.84,5.96,5.84,5.9,81476.0,508192.0,29858665.0,0.0027287221314147834
2021-07-08,5.9,5.9,5.8,5.85,87980.0,542403.0,29858665.0,0.002946548347020873
2021-07-12,5.95,6.02,5.93,5.94,97698.0,616092.0,29858665.0,0.003272015008038705
2021-07-14,5.95,6.05,5.92,5.99,214610.0,1355563.0,29858665.0,0.007187528310458623
2021-07-16,6.0,6.06,5.96,6.05,212793.0,1349495.0,29858665.0,0.0071266749534850266
2021-07-19,6.04,6.22,5.99,5.99,392058.0,2550487.0,29858665.0,0.01313045978445453
2021-07-20,6.01,6.06,5.88,5.99,74283.0,467559.0,29858665.0,0.0024878205371874464
2021-07-21,5.95,5.99,5.9,5.94,73655.0,462765.0,29858665.0,0.0024667881166153946
2021-07-26,5.94,5.94,5.79,5.88,61580.0,379435.0,34037065.0,0.0018092041719813385
2021-07-27,5.89,5.89,5.78,5.83,22436.0,138562.0,34037065.0,0.0006591637674987547
2021-07-28,5.84,5.84,5.69,5.73,37600.0,228489.0,34037065.0,0.001104678091368924
2021-07-30,5.7,5.78,5.59,5.75,71832.0,430581.0,34037065.0,0.002110405230298206
2021-08-02,5.65,5.73,5.65,5.73,54860.0,327822.0,34037065.0,0.001611772342885616
2021-08-03,5.62,5.67,5.62,5.63,19914.0,118633.0,34037065.0,0.0005850680721149135
2021-08-04,5.6,5.7,5.6,5.64,5720.0,34037.0,34037065.0,0.0001680520926231448
2021-08-05,5.6,5.66,5.6,5.66,22541.0,133709.0,34037065.0,0.0006622486398283753
2021-08-06,5.59,5.68,5.57,5.68,22013.0,130557.0,34037065.0,0.0006467361389708543
2021-08-09,5.67,5.67,5.55,5.62,17780.0,105222.0,34037065.0,0.0005223717144824326
2021-08-10,5.65,5.67,5.52,5.52,184860.0,1085143.0,34037065.0,0.005431138084320725
2021-08-12,5.56,5.71,5.54,5.6,470213.0,2769448.0,34037065.0,0.013814734025980208
2021-08-13,5.58,5.61,5.48,5.55,345057.0,2009798.0,34037065.0,0.010137683728018265
2021-08-16,5.55,5.62,5.55,5.6,100410.0,592067.0,34037065.0,0.002950019339211533
2021-08-18,5.54,5.6,5.54,5.57,17509.0,102651.0,34037065.0,0.0005144098058983641
2021-08-19,5.73,5.73,5.59,5.69,213776.0,1280125.0,34037065.0,0.0062806825441617834
2021-08-20,5.78,5.78,5.66,5.74,86444.0,521004.0,34037065.0,0.002539701939635512
2021-08-23,5.77,5.79,5.72,5.76,126378.0,768783.0,34037065.0,0.0037129523359314322
2021-08-24,5.77,5.77,5.71,5.72,147666.0,892750.0,34037065.0,0.004338388165959668
2021-08-25,5.67,5.69,5.49,5.55,335646.0,1971996.0,34037065.0,0.009861191028074836
2021-08-26,5.53,5.55,5.43,5.5,181596.0,1050735.0,34037065.0,0.0053352426244742315
2021-08-27,5.51,5.55,5.46,5.55,35719.0,207724.0,34037065.0,0.001049414807064005
2021-09-01,5.62,5.74,5.57,5.73,130839.0,787782.0,34037065.0,0.003844015340335602
2021-09-03,6.41,7.16,6.35,6.99,1915356.0,13519579.0,34037065.0,0.056272654531170654
2021-09-06,7.11,9.08,7.11,8.34,2288785.0,20409213.0,34037065.0,0.06724390014238889
2021-09-07,8.68,9.06,7.8,8.19,977427.0,8764512.0,34037065.0,0.028716547681182265
2021-09-08,8.07,8.53,8.07,8.41,528251.0,4655283.0,34037065.0,0.015519875171375675
2021-09-09,8.61,9.48,8.44,9.37,1363198.0,13076599.0,34037065.0,0.04005039799994506
2021-09-10,9.86,10.1,8.82,9.59,1560025.0,15677558.0,34037065.0,0.045833123390633126
2021-09-13,9.76,9.76,8.7,9.31,952125.0,9196574.0,34037065.0,0.0279731815889531
2021-09-14,9.29,9.7,8.97,9.01,478439.0,4670762.0,34037065.0,0.014056411738203631
2021-09-15,8.92,9.01,8.08,8.23,663024.0,5921099.0,34037065.0,0.019479470394994397
2021-09-16,8.34,8.43,7.97,8.14,331416.0,2860681.0,34037065.0,0.009736914742795831
2021-09-17,8.25,8.6,8.16,8.59,352740.0,3131330.0,34037065.0,0.010363408243337079
2021-09-22,10.24,10.42,9.2,9.82,1076290.0,11029534.0,34037065.0,0.03162111656807072
2021-09-23,9.82,9.82,9.34,9.44,501785.0,5038633.0,34037065.0,0.014742311065892431
2021-09-24,9.46,9.53,9.24,9.45,323619.0,3201546.0,34037065.0,0.009507840937519142
2021-09-27,9.46,9.49,8.96,9.04,358372.0,3472615.0,34037065.0,0.010528874919150638
2021-09-28,9.04,9.26,9.03,9.04,204484.0,1963200.0,34037065.0,0.006007686032858591
2021-09-29,9.01,9.07,8.82,9.04,177448.0,1687260.0,34037065.0,0.005213375477585979
2021-09-30,8.91,9.61,8.91,9.48,366831.0,3635393.0,33954085.0,0.010803736869952467
2021-10-11,9.3,9.34,9.13,9.13,124177.0,1208047.0,33954085.0,0.0036572035441390927
2021-10-12,9.01,9.33,8.9,9.01,128677.0,1229986.0,33954085.0,0.0037897354618744695
2021-10-15,9.25,9.27,9.15,9.23,74272.0,722037.0,33954085.0,0.002187424576453761
2021-10-19,8.97,9.11,8.94,9.01,126607.0,1204834.0,33954085.0,0.0037287707797161963
2021-10-20,9.01,9.1,8.99,8.99,56101.0,533861.0,33954085.0,0.0016522606926383085
2021-10-21,8.99,9.05,8.74,8.82,210464.0,1966658.0,33954085.0,0.0061984883409463105
2021-10-22,9.04,9.04,8.79,8.89,72337.0,675167.0,33954085.0,0.002130435851827549
2021-10-25,9.08,9.08,8.59,8.81,173928.0,1601656.0,33954085.0,0.005122446975084146
2021-10-26,8.6,8.87,8.15,8.16,260399.0,2312182.0,33954085.0,0.007669150854749878
2021-10-27,8.3,8.48,7.75,7.77,206224.0,1720010.0,33954085.0,0.006073613822902311
2021-10-29,7.58,7.73,7.54,7.73,215439.0,1733603.0,33954085.0,0.006345009738887088
2021-11-01,8.34,8.73,8.32,8.73,390602.0,3539927.0,33954085.0,0.011503829362505278
2021-11-02,9.08,9.08,8.68,8.8,186050.0,1719084.0,33954085.0,0.005479458509925978
2021-11-03,8.96,9.35,8.82,9.18,297719.0,2845601.0,33954085.0,0.008768282225835271
2021-11-04,9.24,9.74,9.18,9.73,714123.0,7163080.0,33954085.0,0.021032020153097925
2021-11-05,9.73,9.88,9.46,9.62,490945.0,4954837.0,33954085.0,0.014459084967243263
2021-11-08,9.91,10.24,9.67,10.23,687555.0,7262675.0,33954085.0,0.02024955171078826
2021-11-09,10.31,10.42,9.97,10.19,466939.0,4998903.0,33954085.0,0.01375207136343094
2021-11-10,10.19,10.19,9.87,10.17,438564.0,4637479.0,33954085.0,0.0129163839932662
2021-11-11,10.43,10.63,10.09,10.32,1054165.0,11420533.0,33954085.0,0.031046779791003055
2021-11-12,10.28,10.59,10.28,10.33,873275.0,9610438.0,33954085.0,0.025719291213413643
2021-11-15,10.9,13.18,10.53,11.2,6416715.0,77735428.0,33954085.0,0.18898212100252443
2021-11-16,11.0,11.0,9.7,9.86,2440922.0,25822212.0,33954085.0,0.071888905267216
2021-11-17,9.83,10.05,9.38,9.71,1550789.0,15762787.0,33954085.0,0.04567312003842837
2021-11-18,9.53,9.76,9.3,9.38,1760476.0,17493839.0,33954085.0,0.05184872453491237
2021-11-19,9.38,9.43,9.2,9.36,779219.0,7629269.0,33954085.0,0.022949197423520615
2021-11-22,9.37,9.48,9.24,9.33,1016793.0,10044903.0,33954085.0,0.029946116939979388
2021-11-23,9.37,9.61,9.19,9.49,1543753.0,15452104.0,33954085.0,0.04546589902216479
2021-11-24,9.55,9.55,9.2,9.22,975265.0,9579212.0,33954085.0,0.02872305350004278
2021-11-25,9.29,9.31,8.89,8.91,910037.0,8676505.0,33954085.0,0.02680198862669985
2021-11-26,8.75,8.91,8.66,8.67,711861.0,6581384.0,33954085.0,0.020965400775782943
2021-11-29,8.6,8.66,8.28,8.29,804008.0,7154942.0,33954085.0,0.023679271581018898
2021-11-30,8.29,8.33,8.08,8.1,634331.0,5501422.0,33954085.0,0.018682023090888768
2021-12-01,8.1,8.37,8.07,8.24,534003.0,4628974.0,33954085.0,0.0157272092592099
2021-12-02,8.1,8.33,8.1,8.23,445988.0,3883585.0,33954085.0,0.013135032205992297
2021-12-03,8.51,8.51,8.14,8.16,354301.0,3072474.0,33954085.0,0.010434709107902628
2021-12-06,8.15,8.15,7.77,7.82,526401.0,4401132.0,33954085.0,0.015503318672848937
2021-12-07,7.99,7.99,7.58,7.64,510850.0,4120787.0,33954085.0,0.015045317816692749
2021-12-08,7.93,7.93,7.59,7.77,241629.0,1977979.0,33954085.0,0.007116345500106982
2021-12-09,7.73,7.82,7.7,7.74,244697.0,2002585.0,33954085.0,0.007206702816465235
2021-12-10,7.74,7.91,7.68,7.77,173230.0,1415168.0,33954085.0,0.005101889802066526
2021-12-13,7.86,7.86,7.69,7.84,285863.0,2354626.0,33954085.0,0.008419104799908464
2021-12-14,7.96,8.64,7.83,8.63,1784210.0,15802862.0,33954085.0,0.05254772732058602
2021-12-15,8.64,8.7,8.28,8.32,900754.0,8021659.0,33954085.0,0.026528590006180405
2021-12-16,8.32,8.41,8.1,8.16,704339.0,6118719.0,33954085.0,0.020743866312403943
2021-12-17,8.16,8.27,8.04,8.27,665033.0,5722181.0,33954085.0,0.019586244188291337
2021-12-20,8.27,8.71,8.11,8.71,1575199.0,14174944.0,33954085.0,0.0463920320632996
2021-12-21,8.61,8.83,8.42,8.56,762096.0,6906202.0,33954085.0,0.02244489875076887
2021-12-22,8.63,8.63,8.28,8.43,724109.0,6422115.0,33954085.0,0.021326123204321364
2021-12-23,8.43,8.44,8.12,8.23,653010.0,5671734.0,33954085.0,0.019232148355639682
2021-12-24,8.3,8.36,7.92,7.94,470535.0,3996146.0,33954085.0,0.013857979091470143
2021-12-27,8.03,8.07,7.79,8.05,289379.0,2431854.0,33954085.0,0.008522656404965705
2021-12-28,8.03,8.42,7.92,8.34,428456.0,3685090.0,33954085.0,0.01261868785449527
2021-12-29,8.36,8.4,8.23,8.33,443648.0,3876200.0,33954085.0,0.013066115608769902
2021-12-30,8.32,8.69,8.25,8.64,1101746.0,9968075.0,33954085.0,0.032448113386062384
2021-12-31,8.8,9.31,8.67,8.97,1831246.0,17631060.0,33796825.0,0.05418396550563551
2022-01-04,8.93,9.19,8.58,8.75,1187386.0,10930975.0,33796825.0,0.03513306353481429
2022-01-05,8.84,8.96,8.64,8.93,949461.0,8862241.0,33796825.0,0.028093201062525844
2022-01-06,9.14,9.14,8.67,8.9,573812.0,5350071.0,33796825.0,0.016978281243874238
2022-01-07,8.77,8.93,8.54,8.58,687344.0,6308346.0,33796825.0,0.020337531706010846
2022-01-10,8.65,8.66,8.53,8.55,272879.0,2467314.0,33796825.0,0.008074101635286747
2022-01-11,8.53,8.61,8.37,8.44,295815.0,2640282.0,33796825.0,0.008752745265272699
2022-01-12,8.53,8.53,8.38,8.48,242950.0,2162038.0,33796825.0,0.007188545077829057
2022-01-13,8.53,8.57,8.38,8.45,318920.0,2847807.0,33796825.0,0.009436389364977331
2022-01-14,8.54,8.54,8.28,8.36,366432.0,3235590.0,33796825.0,0.010842201893225177
2022-01-17,8.36,8.44,8.26,8.36,496958.0,4374544.0,33796825.0,0.014704280653582103
2022-01-18,8.4,8.53,8.36,8.48,611729.0,5463237.0,34609225.0,0.017675316335456805
2022-01-19,8.42,8.56,8.27,8.39,492524.0,4362567.0,34609225.0,0.014231003439111971
2022-01-20,8.43,8.77,8.3,8.51,1115276.0,10065217.0,34609225.0,0.032224818671900336
2022-01-21,8.51,8.72,8.44,8.48,578230.0,5208314.0,34609225.0,0.016707395210381046
2022-01-24,8.35,8.6,8.29,8.38,325869.0,2871801.0,34609225.0,0.009415668799286896
2022-01-25,8.29,8.36,7.82,7.86,458319.0,3878023.0,34609225.0,0.013242683128558932
2022-01-26,7.87,8.12,7.83,7.85,199188.0,1658567.0,34609225.0,0.005755344131514069
2022-01-27,7.8,7.93,7.58,7.68,332181.0,2689670.0,34609225.0,0.009598047919304752
2022-01-28,7.73,7.91,7.61,7.73,125934.0,1027438.0,34609225.0,0.00363874082704828
2022-02-07,7.88,7.88,7.73,7.83,140431.0,1151823.0,34609225.0,0.004057617586062675
2022-02-08,7.86,7.89,7.78,7.87,129287.0,1069508.0,34609225.0,0.0037356225110501606
2022-02-09,7.96,7.96,7.83,7.92,219089.0,1821179.0,34609225.0,0.00633036423092398
2022-02-10,7.94,7.94,7.77,7.82,160061.0,1325209.0,34609225.0,0.004624807403228475
2022-02-11,7.73,7.77,7.4,7.56,487440.0,3906919.0,34609225.0,0.0140841061884512
2022-02-14,7.55,7.55,7.42,7.43,178789.0,1411081.0,34609225.0,0.0051659348049544595
2022-02-15,7.38,7.38,7.17,7.2,510192.0,3887130.0,34609225.0,0.01474150316859161
2022-02-16,7.21,7.28,7.19,7.26,171761.0,1311001.0,34609225.0,0.0049628675591551095
2022-02-17,7.26,7.35,7.21,7.22,198793.0,1520289.0,34609225.0,0.005743930989497742
2022-02-18,7.14,7.28,6.84,7.24,292970.0,2195252.0,34609225.0,0.008465084092463786
2022-02-21,7.23,7.25,7.08,7.25,90449.0,683708.0,34609225.0,0.0026134361575562586
2022-02-22,7.37,7.37,7.02,7.15,94898.0,714808.0,34609225.0,0.002741985698899643
2022-02-23,7.14,7.3,7.05,7.25,146193.0,1109018.0,34609225.0,0.004224104989348938
